時間,開盤價,最高價,最低價,收盤價,外資及陸資交易買口,外資及陸資交易賣口,外資及陸資交易淨口,投信交易買口,投信交易賣口,投信交易淨口,自營商交易買口,自營商交易賣口,自營商交易淨口,外資及陸資未平倉買口,外資及陸資未平倉賣口,外資及陸資未平倉淨口,投信未平倉買口,投信未平倉賣口,投信未平倉淨口,自營商未平倉買口,自營商未平倉賣口,自營商未平倉淨口,前十大法人買口,前十大法人賣口,前十大特定法人買口,前十大特定法人賣口,前五大法人買口,前五大法人賣口,前五大特定法人買口,前五大特定法人賣口
2016-10-20,9269,9295,9235,9277,30340口,28785口,1555口,548口,224口,324口,13259口,13312口,-53口,97625口,12322口,85303口,3243口,48838口,-45595口,4277口,12278口,-8001口,82523口,66519口,82523口,57420口,62283口,57530口,62283口,52417口
2016-10-21,9259,9322,9241,9264,33847口,32474口,1373口,236口,158口,78口,14834口,15815口,-981口,99541口,12816口,86725口,3260口,48778口,-45518口,4371口,13142口,-8771口,84652口,66700口,84652口,56229口,62930口,57478口,62930口,54782口
2016-10-24,9294,9325,9269,9309,32266口,28973口,3293口,281口,28口,253口,12026口,11334口,692口,102465口,12146口,90319口,3319口,48584口,-45265口,4914口,12834口,-7920口,88661口,66617口,85362口,55997口,65723口,56965口,65723口,52282口
2016-10-25,9328,9394,9308,9375,31070口,28071口,2999口,990口,314口,676口,14552口,15064口,-512口,105662口,12554口,93108口,3160口,47749口,-44589口,6219口,13856口,-7637口,90827口,66806口,86268口,56767口,66807口,57165口,66807口,51492口
2016-10-26,9340,9363,9323,9334,22362口,28556口,-6194口,41口,513口,-472口,12006口,12681口,-675口,100396口,13468口,86928口,3110口,48171口,-45061口,3383口,11769口,-8386口,86231口,64849口,86231口,57122口,65587口,56309口,65587口,54026口
2016-10-27,9324,9348,9260,9288,34824口,38951口,-4127口,151口,908口,-757口,17159口,16067口,1092口,96916口,14176口,82740口,2693口,48511口,-45818口,3531口,10888口,-7357口,84797口,64824口,84797口,57267口,64564口,56123口,64564口,53979口
2016-10-28,9286,9313,9261,9279,26504口,26722口,-218口,208口,220口,-12口,10675口,10634口,41口,96548口,13990口,82558口,2676口,48506口,-45830口,3373口,10296口,-6923口,84570口,64844口,84570口,57367口,64266口,56019口,64266口,54025口
2016-10-31,9263,9300,9174,9284,40390口,39709口,681口,1056口,353口,703口,20748口,21566口,-818口,95438口,12781口,82657口,2677口,47804口,-45127口,3172口,10744口,-7572口,83680口,65373口,83680口,56602口,63698口,56028口,63698口,51420口
2016-11-01,9259,9292,9226,9278,25804口,28998口,-3194口,415口,178口,237口,15153口,13344口,1809口,92871口,13516口,79355口,2716口,47606口,-44890口,4290口,10041口,-5751口,83353口,64855口,79958口,56406口,62130口,56151口,62130口,51182口
2016-11-02,9199,9225,9144,9158,36583口,44686口,-8103口,64口,1559口,-1495口,26880口,25226口,1654口,87488口,16505口,70983口,2589口,48974口,-46385口,4284口,8341口,-4057口,77718口,64513口,74931口,58831口,58342口,55790口,58342口,53632口
2016-11-03,9131,9160,9078,9088,33101口,38700口,-5599口,251口,1039口,-788口,19379口,18862口,517口,84565口,19321口,65244口,2503口,49676口,-47173口,3468口,7171口,-3703口,75417口,65105口,72883口,59612口,57932口,55934口,57932口,55934口
2016-11-04,9058,9094,9047,9063,28155口,28534口,-379口,110口,198口,-88口,11059口,10057口,1002口,84175口,19424口,64751口,2468口,49729口,-47261口,3577口,6337口,-2760口,74313口,65759口,74313口,61028口,57351口,56351口,57351口,51620口
2016-11-07,9131,9200,9115,9196,30323口,26483口,3840口,2198口,474口,1724口,17573口,17672口,-99口,86617口,18096口,68521口,2852口,48389口,-45537口,4106口,6945口,-2839口,75275口,65070口,75275口,59339口,57480口,56363口,57480口,54015口
2016-11-08,9216,9230,9162,9223,30735口,30775口,-40口,2356口,1832口,524口,16886口,15861口,1025口,87311口,18605口,68706口,2911口,47924口,-45013口,5303口,7063口,-1760口,76275口,65256口,73633口,59980口,58736口,57328口,58736口,54980口
2016-11-09,9223,9307,8891,8926,143771口,146899口,-3128口,5160口,9207口,-4047口,70204口,69519口,685口,86161口,20697口,65464口,2396口,51456口,-49060口,6822口,7967口,-1145口,75000口,70188口,71945口,64172口,57656口,60185口,57656口,60185口
2016-11-10,9140,9192,9134,9176,53477口,51787口,1690口,8487口,5385口,3102口,19858口,17824口,2034口,86329口,19489口,66840口,2539口,48497口,-45958口,7145口,6187口,958口,74757口,65250口,71513口,62005口,57417口,56703口,57417口,56703口
2016-11-11,9048,9057,8949,8967,66159口,72687口,-6528口,7049口,8345口,-1296口,30723口,31046口,-323口,84082口,24231口,59851口,2509口,49763口,-47254口,7675口,6790口,885口,73407口,69491口,70122口,63090口,55562口,58465口,55562口,58465口
2016-11-14,8957,8988,8877,8945,84614口,81917口,2697口,24557口,24055口,502口,29832口,29571口,261口,87259口,25071口,62188口,2576口,49328口,-46752口,8212口,7123口,1089口,74980口,68247口,72208口,63643口,56083口,57870口,56083口,57870口
2016-11-15,8900,8975,8896,8938,75127口,70573口,4554口,7332口,6985口,347口,22317口,24903口,-2586口,94453口,27917口,66536口,2640口,49045口,-46405口,7004口,8654口,-1650口,81050口,69957口,81050口,65279口,58997口,58634口,58997口,58634口
2016-11-16,8990,9034,8979,8984,37109口,39279口,-2170口,2083口,987口,1096口,30414口,26640口,3774口,76657口,14165口,62492口,2641口,48048口,-45407口,6304口,5317口,987口,70088口,61390口,67602口,56174口,49801口,53536口,49801口,51349口
2016-11-17,8942,8965,8906,8960,34435口,33562口,873口,117口,235口,-118口,12676口,12605口,71口,78125口,15094口,63031口,2653口,48178口,-45525口,6331口,5392口,939口,71261口,61664口,68754口,56870口,50053口,53713口,50053口,51667口
2016-11-18,8979,9006,8926,8987,35076口,32322口,2754口,993口,93口,900口,12452口,13228口,-776口,82391口,16511口,65880口,2772口,47397口,-44625口,6067口,5840口,227口,75228口,61797口,72633口,56737口,53578口,53730口,53578口,53730口
2016-11-21,8980,9026,8971,9017,21799口,21259口,540口,765口,47口,718口,9362口,8137口,1225口,81778口,15576口,66202口,2852口,46759口,-43907口,6595口,5126口,1469口,74396口,60273口,71791口,56091口,53287口,52847口,53287口,52847口
2016-11-22,9050,9164,9041,9139,37474口,28917口,8557口,2231口,387口,1844口,17780口,21693口,-3913口,89337口,14314口,75023口,3126口,45189口,-42063口,5559口,8013口,-2454口,76642口,59274口,73886口,53778口,54686口,52100口,54686口,52100口
2016-11-23,9150,9192,9142,9177,25939口,24439口,1500口,660口,111口,549口,12942口,13679口,-737口,89828口,13116口,76712口,3237口,44768口,-41531口,5059口,8404口,-3345口,77274口,58595口,77274口,53135口,57083口,51457口,57083口,51457口
2016-11-24,9156,9165,9117,9142,24750口,27638口,-2888口,317口,441口,-124口,10637口,10934口,-297口,88326口,14636口,73690口,3338口,44993口,-41655口,4906口,8618口,-3712口,78181口,59753口,75686口,54012口,57437口,52234口,57437口,52234口
2016-11-25,9142,9192,9133,9161,27441口,25207口,2234口,161口,131口,30口,10151口,11566口,-1415口,90559口,14469口,76090口,3358口,44983口,-41625口,4752口,9812口,-5060口,80039口,61259口,80039口,54188口,58159口,52599口,58159口,50309口
2016-11-28,9157,9248,9150,9223,35805口,30892口,4913口,797口,131口,666口,14780口,16425口,-1645口,97027口,15828口,81199口,3334口,44293口,-40959口,4647口,11236口,-6589口,83506口,62515口,81037口,54388口,60736口,53318口,60736口,50393口
2016-11-29,9222,9238,9196,9202,26842口,29510口,-2668口,88口,225口,-137口,11663口,11588口,75口,94931口,16694口,78237口,3303口,44395口,-41092口,4830口,11320口,-6490口,83626口,63542口,80696口,55069口,61174口,53764口,61174口,50904口
2016-11-30,9211,9245,9177,9227,31610口,29819口,1791口,276口,139口,137口,17500口,18178口,-678口,97027口,16968口,80059口,3295口,44250口,-40955口,4007口,11225口,-7218口,84694口,62898口,84694口,56784口,62128口,53741口,62128口,50870口
2016-12-01,9229,9279,9218,9260,31515口,31474口,41口,684口,146口,538口,13492口,13054口,438口,98856口,18669口,80187口,3386口,43803口,-40417口,4155口,10959口,-6804口,85956口,63349口,85956口,58680口,61511口,53810口,61511口,50818口
2016-12-02,9199,9200,9148,9163,28418口,37399口,-8981口,207口,1178口,-971口,18342口,15152口,3190口,92091口,21224口,70867口,3312口,44700口,-41388口,4854口,8426口,-3572口,82337口,64622口,79434口,61121口,58666口,55018口,58666口,55018口
2016-12-05,9159,9183,9117,9157,30584口,29275口,1309口,116口,747口,-631口,13898口,14907口,-1009口,93214口,20783口,72431口,2963口,44982口,-42019口,4819口,9450口,-4631口,83487口,65176口,80594口,61029口,59243口,55039口,59243口,55039口
2016-12-06,9232,9285,9230,9262,32070口,24591口,7479口,1531口,459口,1072口,15548口,18515口,-2967口,100604口,20458口,80146口,2918口,43865口,-40947口,6414口,13953口,-7539口,86514口,66870口,86514口,58514口,59792口,54950口,59792口,51071口
2016-12-07,9300,9305,9248,9262,21575口,26675口,-5100口,261口,152口,109口,14743口,13443口,1300口,96898口,21814口,75084口,2958口,43796口,-40838口,4490口,10613口,-6123口,83595口,66953口,81018口,61199口,59699口,54883口,59699口,51474口
2016-12-08,9360,9370,9315,9368,27515口,23445口,4070口,1017口,89口,928口,15636口,15830口,-194口,100066口,20763口,79303口,3143口,43053口,-39910口,5505口,11832口,-6327口,86165口,65898口,86165口,57914口,60399口,55019口,60399口,50870口
2016-12-09,9377,9399,9365,9389,21768口,18357口,3411口,292口,300口,-8口,8245口,8829口,-584口,101964口,19219口,82745口,2944口,42862口,-39918口,5975口,12843口,-6868口,88234口,65166口,88234口,56461口,61339口,54803口,61339口,50190口
2016-12-12,9420,9440,9350,9356,31967口,37436口,-5469口,275口,677口,-402口,16846口,17259口,-413口,99937口,22526口,77411口,2943口,43263口,-40320口,5564口,13170口,-7606口,86870口,66470口,83579口,58507口,60364口,54431口,60364口,50943口
2016-12-13,9340,9381,9338,9379,24646口,24453口,193口,210口,149口,61口,8419口,6877口,1542口,98881口,21235口,77646口,2963口,43222口,-40259口,6336口,12377口,-6041口,86355口,64986口,82638口,57396口,60576口,53438口,60576口,50551口
2016-12-14,9409,9413,9353,9369,21212口,24127口,-2915口,1815口,1910口,-95口,11993口,11298口,695口,97194口,22287口,74907口,2916口,43270口,-40354口,6462口,11886口,-5424口,86357口,65512口,79736口,60282口,60106口,53556口,60106口,50590口
2016-12-15,9330,9374,9305,9368,39411口,41424口,-2013口,3692口,3684口,8口,17194口,16851口,343口,95945口,23202口,72743口,2922口,43268口,-40346口,6620口,11716口,-5096口,84051口,66178口,80446口,58157口,58927口,53942口,58927口,50742口
2016-12-16,9367,9370,9309,9311,31695口,40016口,-8321口,8038口,8501口,-463口,16822口,15664口,1158口,87781口,23483口,64298口,2782口,43591口,-40809口,6620口,10557口,-3937口,77337口,65353口,74637口,60828口,53661口,53961口,53661口,53961口
2016-12-19,9290,9317,9242,9244,57825口,56251口,1574口,24076口,25180口,-1104口,19986口,22372口,-2386口,84754口,18947口,65807口,2553口,44466口,-41913口,5160口,11586口,-6426口,74833口,64627口,74833口,57469口,51856口,53477口,51856口,53477口
2016-12-20,9261,9266,9209,9260,55700口,61180口,-5480口,8373口,8389口,-16口,21951口,17920口,4031口,83022口,22602口,60420口,2500口,44429口,-41929口,7893口,10512口,-2619口,74256口,65327口,74256口,58875口,51713口,54375口,51713口,54375口
2016-12-21,9261,9269,9225,9232,26971口,29988口,-3017口,522口,432口,90口,21530口,20270口,1260口,71883口,13792口,58091口,2234口,44250口,-42016口,3633口,6969口,-3336口,67316口,56737口,65086口,50987口,48399口,49497口,48399口,44833口
2016-12-22,9211,9222,9123,9128,25140口,29056口,-3916口,149口,702口,-553口,13344口,14200口,-856口,71640口,17656口,53984口,2190口,44759口,-42569口,4807口,8947口,-4140口,67480口,59445口,64847口,52606口,47576口,50904口,47576口,45436口
2016-12-23,9115,9147,9088,9092,24213口,24789口,-576口,220口,275口,-55口,11307口,11235口,72口,70198口,17184口,53014口,2142口,44766口,-42624口,5050口,9049口,-3999口,65759口,59206口,62922口,52359口,46060口,50920口,46060口,45426口
2016-12-26,9107,9131,9089,9124,12726口,12768口,-42口,601口,52口,549口,7581口,6815口,766口,70601口,17716口,52885口,2145口,44220口,-42075口,5203口,8360口,-3157口,66149口,59509口,63294口,52346口,46556口,50417口,46556口,44954口
2016-12-27,9123,9130,9106,9113,10298口,10950口,-652口,32口,41口,-9口,4657口,4521口,136口,69650口,17502口,52148口,2143口,44227口,-42084口,5267口,8269口,-3002口,65482口,59822口,62481口,52630口,45701口,50387口,45701口,44912口
2016-12-28,9110,9213,9105,9211,24426口,20044口,4382口,1572口,125口,1447口,13807口,12973口,834口,71786口,15093口,56693口,2217口,42854口,-40637口,5324口,7443口,-2119口,66357口,57384口,64023口,49705口,46383口,48980口,46383口,44255口
2016-12-29,9188,9211,9168,9181,24545口,21248口,3297口,253口,72口,181口,8079口,9471口,-1392口,73487口,13442口,60045口,2252口,42708口,-40456口,4744口,8136口,-3392口,68265口,56474口,65951口,47392口,46764口,48550口,46764口,43804口
2016-12-30,9215,9282,9215,9262,31098口,28922口,2176口,1070口,64口,1006口,14946口,14501口,445口,76232口,13629口,62603口,2713口,42163口,-39450口,5835口,8783口,-2948口,69979口,58085口,66999口,50165口,46904口,49717口,46904口,47278口
2017-01-03,9266,9282,9231,9280,23744口,27092口,-3348口,122口,102口,20口,11262口,8686口,2576口,73071口,13653口,59418口,2721口,42151口,-39430口,7593口,7948口,-355口,67158口,58377口,64117口,50427口,47541口,49640口,47541口,47189口
2017-01-04,9281,9295,9261,9271,21667口,24098口,-2431口,195口,54口,141口,11280口,13284口,-2004口,71394口,14127口,57267口,2832口,42121口,-39289口,5689口,8098口,-2409口,65029口,57212口,60874口,50982口,47829口,49259口,47829口,46959口
2017-01-05,9270,9354,9266,9342,35727口,28596口,7131口,1037口,171口,866口,15702口,15227口,475口,78269口,13724口,64545口,2945口,41368口,-38423口,7404口,9349口,-1945口,67761口,56086口,65206口,47494口,49007口,48518口,49007口,46237口
2017-01-06,9353,9375,9338,9365,19343口,17870口,1473口,171口,154口,17口,8826口,8416口,410口,79691口,13528口,66163口,2860口,41266口,-38406口,7953口,9415口,-1462口,69327口,56034口,66686口,48787口,50121口,48579口,50121口,46300口
2017-01-09,9379,9409,9325,9342,30196口,34060口,-3864口,77口,465口,-388口,17039口,16193口,846口,76915口,14615口,62300口,2775口,41569口,-38794口,7510口,8207口,-697口,69333口,55919口,66507口,49645口,50307口,48449口,50307口,46610口
2017-01-10,9332,9350,9320,9341,23510口,20482口,3028口,148口,390口,-242口,9328口,10512口,-1184口,79639口,14342口,65297口,2713口,41749口,-39036口,6533口,8435口,-1902口,70784口,56476口,67948口,49902口,51530口,48586口,51530口,46747口
2017-01-11,9395,9396,9333,9337,26121口,28248口,-2127口,1756口,1605口,151口,14410口,14423口,-13口,79603口,16362口,63241口,2649口,41534口,-38885口,6701口,8577口,-1876口,71736口,56775口,69318口,52991口,52228口,48231口,52228口,48231口
2017-01-12,9353,9433,9350,9411,42117口,34047口,8070口,5274口,4795口,479口,20862口,19621口,1241口,86634口,15052口,71582口,2713口,41119口,-38406口,8031口,8555口,-524口,73670口,56768口,70888口,49800口,52741口,48763口,52741口,46786口
2017-01-13,9388,9397,9361,9375,29837口,36364口,-6527口,7135口,7696口,-561口,12055口,11487口,568口,81917口,16980口,64937口,2682口,41649口,-38967口,8772口,9160口,-388口,72971口,58164口,70427口,52257口,52444口,49791口,52444口,47363口
2017-01-16,9360,9362,9274,9285,69432口,76457口,-7025口,20863口,22295口,-1432口,22382口,22327口,55口,84873口,27026口,57847口,2271口,42670口,-40399口,10959口,11569口,-610口,80599口,65708口,73996口,58772口,61020口,54983口,61020口,52287口
2017-01-17,9282,9344,9280,9340,58772口,52885口,5887口,9798口,9326口,472口,18364口,16830口,1534口,91928口,28087口,63841口,2417口,42344口,-39927口,11732口,10892口,840口,85564口,66982口,82017口,59761口,61934口,55555口,61934口,52920口
2017-01-18,9336,9349,9314,9340,27481口,35857口,-8376口,189口,1082口,-893口,22440口,20135口,2305口,75995口,21370口,54625口,2301口,43127口,-40826口,5935口,8538口,-2603口,73015口,61616口,68080口,56006口,53711口,54803口,53711口,50478口
2017-01-19,9337,9342,9254,9304,35339口,35398口,-59口,231口,229口,2口,23069口,22623口,446口,76120口,21492口,54628口,2288口,43112口,-40824口,13696口,15876口,-2180口,77263口,68890口,68389口,56662口,53825口,60990口,53825口,50610口
2017-01-20,9283,9338,9278,9330,21625口,17237口,4388口,136口,250口,-114口,7803口,9561口,-1758口,79568口,20522口,59046口,2284口,43222口,-40938口,12806口,16736口,-3930口,77836口,68413口,69521口,55466口,54276口,60865口,54276口,47918口
2017-01-23,9319,9423,9318,9407,32498口,26918口,5580口,1725口,81口,1644口,14211口,16346口,-2135口,81461口,16921口,64540口,2671口,41965口,-39294口,11882口,17925口,-6043口,77517口,66837口,69879口,52967口,54197口,59582口,54197口,45712口
2017-01-24,9423,9464,9405,9442,23829口,21981口,1848口,111口,149口,-38口,10678口,11078口,-400口,80164口,13700口,66464口,2624口,41956口,-39332口,11670口,18022口,-6352口,77024口,64510口,72303口,49588口,54185口,57743口,54185口,43661口
2017-02-02,9500,9510,9373,9375,38705口,43090口,-4385口,409口,670口,-261口,27120口,25307口,1813口,75339口,13293口,62046口,2713口,42306口,-39593口,12812口,17402口,-4590口,77113口,63595口,68234口,49709口,54356口,56652口,54356口,42766口
2017-02-03,9418,9458,9408,9437,30007口,26698口,3309口,110口,86口,24口,13842口,13445口,397口,76976口,11533口,65443口,2728口,42297口,-39569口,13774口,17830口,-4056口,78724口,62358口,69416口,47196口,54996口,56326口,54996口,42112口
2017-02-06,9477,9533,9441,9505,35003口,31485口,3518口,896口,217口,679口,19007口,19252口,-245口,79865口,10831口,69034口,2763口,41653口,-38890口,14638口,18859口,-4221口,79745口,62770口,66538口,46393口,55545口,57099口,55545口,41732口
2017-02-07,9499,9525,9482,9520,22113口,20622口,1491口,237口,464口,-227口,11014口,9496口,1518口,82087口,11562口,70525口,2555口,41672口,-39117口,15813口,18488口,-2675口,81017口,62753口,67105口,46709口,55716口,56886口,55716口,41932口
2017-02-08,9513,9535,9463,9515,38088口,38542口,-454口,2146口,2320口,-174口,17018口,18964口,-1946口,84625口,14576口,70049口,2402口,41693口,-39291口,13288口,17892口,-4604口,81231口,62025口,68669口,46809口,57007口,56059口,57007口,41932口
2017-02-09,9518,9579,9505,9574,40629口,34511口,6118口,4474口,4104口,370口,19921口,19195口,726口,89316口,13080口,76236口,2454口,41375口,-38921口,12190口,15379口,-3189口,83641口,59071口,78222口,46649口,57309口,53259口,57309口,43135口
2017-02-10,9600,9681,9586,9657,50290口,47960口,2330口,5947口,5169口,778口,22592口,26856口,-4264口,94065口,15552口,78513口,2467口,40610口,-38143口,11879口,19524口,-7645口,87473口,63007口,81752口,48086口,58431口,56003口,58431口,41082口
2017-02-13,9670,9705,9661,9704,71386口,72407口,-1021口,20670口,20267口,403口,17683口,16214口,1469口,99393口,21908口,77485口,2501口,40241口,-37740口,12825口,18947口,-6122口,90008口,67876口,83856口,54037口,59879口,56054口,59879口,44895口
2017-02-14,9729,9758,9695,9708,74711口,76876口,-2165口,10617口,10689口,-72口,28191口,30205口,-2014口,99924口,24654口,75270口,2430口,40242口,-37812口,15507口,23764口,-8257口,91265口,72044口,84786口,52572口,61477口,58367口,61477口,41895口
2017-02-15,9726,9801,9722,9799,39247口,35445口,3802口,1178口,366口,812口,24404口,25861口,-1457口,86335口,13437口,72898口,2390口,39390口,-37000口,5554口,11821口,-6267口,80770口,54781口,75570口,47273口,60338口,47828口,60338口,42456口
2017-02-16,9819,9852,9758,9770,36391口,43349口,-6958口,58口,492口,-434口,17052口,16620口,432口,81784口,15934口,65850口,2282口,39716口,-37434口,6090口,11715口,-5625口,78081口,56172口,75292口,48759口,59035口,48755口,59035口,45001口
2017-02-17,9760,9786,9747,9763,25709口,25856口,-147口,34口,501口,-467口,8216口,8432口,-216口,81172口,15533口,65639口,2157口,40058口,-37901口,6274口,12146口,-5872口,78491口,56516口,75719口,48700口,58521口,48963口,58521口,42968口
2017-02-18,9778,9789,9772,9786,804口,667口,137口,9口,3口,6口,4409口,2764口,1645口,81256口,15432口,65824口,2155口,40050口,-37895口,7212口,11470口,-4258口,78621口,56328口,75734口,48690口,58534口,48746口,58534口,42968口
2017-02-20,9786,9814,9737,9766,28674口,30849口,-2175口,17口,263口,-246口,11136口,13526口,-2390口,80221口,16516口,63705口,2094口,40235口,-38141口,7452口,14106口,-6654口,78935口,58356口,75455口,48304口,58490口,49850口,58490口,43142口
2017-02-21,9777,9785,9728,9767,27271口,30087口,-2816口,240口,246口,-6口,11874口,10766口,1108口,78345口,17535口,60810口,2070口,40217口,-38147口,7940口,13529口,-5589口,77244口,58235口,73197口,48160口,57642口,49867口,57642口,43227口
2017-02-22,9783,9827,9767,9783,35504口,38394口,-2890口,373口,19口,354口,17871口,17009口,862口,77248口,19052口,58196口,2083口,39876口,-37793口,6937口,11906口,-4969口,74588口,58145口,69364口,48563口,56794口,49287口,56794口,43451口
2017-02-23,9780,9820,9755,9773,35765口,32405口,3360口,102口,131口,-29口,11493口,13567口,-2074口,79707口,18087口,61620口,2088口,39910口,-37822口,6368口,13505口,-7137口,75592口,58916口,72717口,48671口,57179口,50214口,57179口,43668口
2017-02-24,9770,9786,9730,9760,29817口,30283口,-466口,27口,451口,-424口,11377口,10975口,402口,80365口,18948口,61417口,1912口,40158口,-38246口,6635口,13321口,-6686口,76123口,58982口,73221口,48758口,57817口,50171口,57817口,43673口
2017-03-01,9766,9770,9678,9683,40031口,48976口,-8945口,123口,836口,-713口,20709口,18440口,2269口,76733口,24250口,52483口,1670口,40629口,-38959口,7516口,11986口,-4470口,75026口,59552口,69252口,51891口,58712口,49791口,58712口,43971口
2017-03-02,9761,9784,9643,9691,44409口,46230口,-1821口,483口,141口,342口,19355口,18867口,488口,75053口,24138口,50915口,1797口,40414口,-38617口,7819口,11779口,-3960口,74594口,60066口,66179口,50394口,58822口,50317口,58822口,43980口
2017-03-03,9648,9672,9623,9630,33834口,34308口,-474口,119口,215口,-96口,15611口,14405口,1206口,75754口,25375口,50379口,1723口,40436口,-38713口,8803口,11532口,-2729口,75649口,60767口,66353口,52043口,58888口,50908口,58888口,43946口
2017-03-06,9639,9684,9619,9682,32068口,28548口,3520口,454口,58口,396口,13139口,13593口,-454口,77589口,23425口,54164口,1728口,40045口,-38317口,8040口,11168口,-3128口,74909口,58852口,65747口,49224口,58015口,50070口,58015口,43634口
2017-03-07,9693,9734,9682,9728,29455口,28819口,636口,838口,90口,748口,13550口,12734口,816口,76633口,21843口,54790口,2021口,39590口,-37569口,9978口,12101口,-2123口,74856口,58417口,64527口,49507口,56681口,50231口,56681口,43038口
2017-03-08,9736,9765,9701,9746,35653口,36246口,-593口,2965口,2212口,753口,17059口,16992口,67口,76938口,22676口,54262口,2085口,38901口,-36816口,9540口,11484口,-1944口,74276口,56391口,64645口,47118口,56972口,47837口,56972口,42233口
2017-03-09,9739,9742,9642,9649,42184口,51078口,-8894口,4611口,5707口,-1096口,21387口,21198口,189口,71827口,26409口,45418口,1818口,39730口,-37912口,10921口,12849口,-1928口,74893口,60193口,63571口,50621口,56308口,50247口,56308口,40675口
2017-03-10,9647,9652,9555,9624,71003口,73736口,-2733口,8928口,9322口,-394口,23668口,24208口,-540口,71869口,29077口,42792口,1755口,40060口,-38305口,8995口,11369口,-2374口,72600口,60178口,62544口,52247口,55378口,49397口,55378口,43488口
2017-03-13,9644,9698,9643,9693,75374口,69361口,6013口,19179口,18514口,665口,18305口,16538口,1767口,77721口,28593口,49128口,1692口,39332口,-37640口,10362口,10699口,-337口,74597口,59518口,64514口,53830口,54860口,49198口,54860口,46313口
2017-03-14,9713,9767,9711,9748,59549口,58383口,1166口,7773口,6510口,1263口,20422口,19469口,953口,77022口,26522口,50500口,2003口,38380口,-36377口,11558口,11378口,180口,73021口,57867口,65465口,50089口,53873口,48299口,53873口,42309口
2017-03-15,9742,9752,9715,9733,31205口,34651口,-3446口,338口,295口,43口,21382口,21925口,-543口,69795口,16772口,53023口,2069口,38303口,-36234口,4162口,9840口,-5678口,66672口,52207口,62924口,46171口,52170口,43814口,52170口,37778口
2017-03-16,9805,9852,9782,9840,35968口,30878口,5090口,1078口,166口,912口,17200口,16559口,641口,73997口,15620口,58377口,2091口,37413口,-35322口,6035口,10990口,-4955口,69244口,53268口,65157口,46491口,53071口,44081口,53071口,39393口
2017-03-17,9850,9896,9837,9889,25049口,26073口,-1024口,549口,124口,425口,13874口,11682口,2192口,73804口,16443口,57361口,2275口,37172口,-34897口,7452口,10086口,-2634口,68909口,53879口,64679口,47425口,53702口,44703口,53702口,40344口
2017-03-20,9870,9908,9855,9896,23375口,23959口,-584口,266口,125口,141口,11995口,10511口,1484口,73596口,16756口,56840口,2194口,36950口,-34756口,7753口,8880口,-1127口,69954口,53875口,67179口,48212口,54109口,45309口,54109口,41115口
2017-03-21,9926,9980,9916,9963,30698口,31961口,-1263口,730口,138口,592口,20472口,19196口,1276口,76669口,20907口,55762口,2320口,36484口,-34164口,9880口,9754口,126口,70984口,57984口,68062口,53097口,53742口,48610口,53742口,43723口
2017-03-22,9890,9907,9851,9896,33411口,35950口,-2539口,74口,788口,-714口,21634口,21722口,-88口,74464口,20904口,53560口,2231口,37109口,-34878口,7621口,7417口,204口,68485口,57342口,68485口,55448口,53119口,48540口,53119口,48540口
2017-03-23,9941,9952,9879,9909,28964口,32809口,-3845口,100口,614口,-514口,19678口,18891口,787口,72515口,22724口,49791口,2244口,37636口,-35392口,7857口,6767口,1090口,67452口,58487口,64894口,56608口,53461口,49632口,53461口,49632口
2017-03-24,9927,9928,9883,9900,29262口,26206口,3056口,48口,130口,-82口,14275口,15516口,-1241口,74022口,20947口,53075口,2208口,37682口,-35474口,6642口,6777口,-135口,69049口,57754口,66165口,55903口,53716口,48964口,53716口,48964口
2017-03-27,9878,9917,9844,9866,33930口,29423口,4507口,150口,666口,-516口,17077口,20128口,-3051口,79245口,21591口,57654口,2150口,38140口,-35990口,5372口,8515口,-3143口,71809口,60042口,69445口,56216口,54135口,51122口,54135口,51122口
2017-03-28,9920,9927,9805,9884,42998口,47081口,-4083口,395口,621口,-226口,26943口,27207口,-264口,77085口,23456口,53629口,1764口,37980口,-36216口,6003口,9445口,-3442口,71128口,61498口,68239口,55282口,53267口,52143口,53267口,49460口
2017-03-29,9902,9904,9851,9860,29350口,31349口,-1999口,544口,675口,-131口,18713口,18024口,689口,74750口,22999口,51751口,1870口,38217口,-36347口,5440口,8295口,-2855口,69551口,59514口,67548口,54006口,52362口,50516口,52362口,50516口
2017-03-30,9864,9888,9834,9848,29248口,27351口,1897口,199口,113口,86口,12371口,13738口,-1367口,75447口,21796口,53651口,1930口,38191口,-36261口,4941口,9175口,-4234口,69927口,58968口,69927口,52821口,52554口,49886口,52554口,47390口
2017-03-31,9858,9872,9812,9821,24632口,26324口,-1692口,35口,452口,-417口,12900口,13759口,-859口,75140口,23107口,52033口,1730口,38408口,-36678口,5077口,10151口,-5074口,69876口,59976口,69876口,53491口,53055口,50584口,53055口,47960口
2017-04-05,9849,9968,9843,9962,42757口,37920口,4837口,1496口,116口,1380口,25869口,22595口,3274口,81173口,23969口,57204口,2038口,37336口,-35298口,7990口,9921口,-1931口,71867口,60442口,69467口,54054口,53501口,50837口,53501口,48397口
2017-04-06,9930,9941,9880,9895,28412口,34441口,-6029口,149口,196口,-47口,15992口,16580口,-588口,75554口,24734口,50820口,2086口,37431口,-35345口,7171口,9673口,-2502口,68913口,61833口,63999口,56219口,51077口,51525口,51077口,48401口
